"PMID"	"Title"	"Authors"	"Citation"	"First.Author"	"Journal.Book"	"Publication.Year"	"Create.Date"	"PMCID"	"NIHMS.ID"	"DOI"	"Data Available"	"Open Access"	"Code Available"	"Notes"
24916919	"Neuroimaging and cognition using functional near infrared spectroscopy (fNIRS) in multiple sclerosis"	"Stojanovic-Radic J, Wylie G, Voelbel G, Chiaravalloti N, DeLuca J."	"Brain Imaging Behav. 2015 Jun;9(2):302-11. doi: 10.1007/s11682-014-9307-y."	"Stojanovic-Radic J"	"Brain Imaging Behav"	2015	"2014/06/12"	""	""	"10.1007/s11682-014-9307-y"	FALSE	TRUE	FALSE	NA
24453314	"Working memory load-dependent brain response predicts behavioral training gains in older adults"	"Heinzel S, Lorenz RC, Brockhaus WR, Wüstenberg T, Kathmann N, Heinz A, Rapp MA."	"J Neurosci. 2014 Jan 22;34(4):1224-33. doi: 10.1523/JNEUROSCI.2463-13.2014."	"Heinzel S"	"J Neurosci"	2014	"2014/01/24"	"PMC6705311"	""	"10.1523/JNEUROSCI.2463-13.2014"	FALSE	TRUE	FALSE	NA
15955496	"Cognitive control and brain resources in major depression: an fMRI study using the n-back task"	"Harvey PO, Fossati P, Pochon JB, Levy R, Lebastard G, Lehéricy S, Allilaire JF, Dubois B."	"Neuroimage. 2005 Jul 1;26(3):860-9. doi: 10.1016/j.neuroimage.2005.02.048. Epub 2005 Apr 8."	"Harvey PO"	"Neuroimage"	2005	"2005/06/16"	""	""	"10.1016/j.neuroimage.2005.02.048"	FALSE	FALSE	FALSE	NA
26640767	"Classifying individuals at high-risk for psychosis based on functional brain activity during working memory processing"	"Bendfeldt K, Smieskova R, Koutsouleris N, Klöppel S, Schmidt A, Walter A, Harrisberger F, Wrege J, Simon A, Taschler B, Nichols T, Riecher-Rössler A, Lang UE, Radue EW, Borgwardt S."	"Neuroimage Clin. 2015 Sep 30;9:555-63. doi: 10.1016/j.nicl.2015.09.015. eCollection 2015."	"Bendfeldt K"	"Neuroimage Clin"	2015	"2015/12/08"	"PMC4625212"	""	"10.1016/j.nicl.2015.09.015"	FALSE	TRUE	FALSE	NA
27625614	"Neural Plastic Effects of Working Memory Training Influenced by Self-perceived Stress in Stroke: A Case Illustration"	"Leung AW, Barrett LM, Butterworth D, Werther K, Dawson DR, Brintnell ES."	"Front Psychol. 2016 Aug 30;7:1266. doi: 10.3389/fpsyg.2016.01266. eCollection 2016."	"Leung AW"	"Front Psychol"	2016	"2016/09/15"	"PMC5003884"	""	"10.3389/fpsyg.2016.01266"	FALSE	TRUE	FALSE	NA
23807175	"Gender differences in creative thinking: behavioral and fMRI findings"	"Abraham A, Thybusch K, Pieritz K, Hermann C."	"Brain Imaging Behav. 2014 Mar;8(1):39-51. doi: 10.1007/s11682-013-9241-4."	"Abraham A"	"Brain Imaging Behav"	2014	"2013/06/29"	""	""	"10.1007/s11682-013-9241-4"	FALSE	TRUE	FALSE	NA
11697932	"Differential working memory load effects after mild traumatic brain injury"	"McAllister TW, Sparling MB, Flashman LA, Guerin SJ, Mamourian AC, Saykin AJ."	"Neuroimage. 2001 Nov;14(5):1004-12. doi: 10.1006/nimg.2001.0899."	"McAllister TW"	"Neuroimage"	2001	"2001/11/08"	""	""	"10.1006/nimg.2001.0899"	FALSE	FALSE	FALSE	NA
25458072	"Impaired working memory in geriatric depression: an FMRI study"	"Dumas JA, Newhouse PA."	"Am J Geriatr Psychiatry. 2015 Apr;23(4):433-436. doi: 10.1016/j.jagp.2014.09.011. Epub 2014 Oct 5."	"Dumas JA"	"Am J Geriatr Psychiatry"	2015	"2014/12/03"	""	""	"10.1016/j.jagp.2014.09.011"	FALSE	FALSE	FALSE	NA
33528802	"Altered functional network connectivity and working memory dysfunction in adolescents with epilepsy"	"Vannest J, Radhakrishnan R, Gutierrez-Colina AM, Wade SL, Maloney T, Combs A, Turnier L, Merder S, Altaye M, Tzipi-Horowitz-Kraus, Modi AC."	"Brain Imaging Behav. 2021 Oct;15(5):2513-2523. doi: 10.1007/s11682-021-00452-5. Epub 2021 Feb 2."	"Vannest J"	"Brain Imaging Behav"	2021	"2021/02/02"	""	""	"10.1007/s11682-021-00452-5"	FALSE	TRUE	FALSE	NA
18231790	"Functional imaging studies of cognition using 99mTc-HMPAO SPECT: empirical validation using the n-back working memory paradigm"	"Ludwig C, Chicherio C, Terraneo L, Magistretti P, de Ribaupierre A, Slosman D."	"Eur J Nucl Med Mol Imaging. 2008 Apr;35(4):695-703. doi: 10.1007/s00259-007-0635-7. Epub 2007 Dec 11."	"Ludwig C"	"Eur J Nucl Med Mol Imaging"	2008	"2008/01/31"	"PMC2755766"	""	"10.1007/s00259-007-0635-7"	FALSE	TRUE	FALSE	NA
24222759	"Quantification of Load Dependent Brain Activity in Parametric N-Back Working Memory Tasks using Pseudo-continuous Arterial Spin Labeling (pCASL) Perfusion Imaging"	"Zou Q, Gu H, Wang DJ, Gao JH, Yang Y."	"J Cogn Sci (Seoul). 2011 Apr;12(2):127-210."	"Zou Q"	"J Cogn Sci (Seoul)"	2011	"2013/11/14"	"PMC3821165"	"NIHMS522331"	""	FALSE	TRUE	FALSE	NA
24147643	"Increased neural activity during high working memory load predicts low relapse risk in alcohol dependence"	"Charlet K, Beck A, Jorde A, Wimmer L, Vollstädt-Klein S, Gallinat J, Walter H, Kiefer F, Heinz A."	"Addict Biol. 2014 May;19(3):402-14. doi: 10.1111/adb.12103. Epub 2013 Oct 22."	"Charlet K"	"Addict Biol"	2014	"2013/10/24"	""	""	"10.1111/adb.12103"	FALSE	TRUE	FALSE	NA
33809905	"Parental Education and Left Lateral Orbitofrontal Cortical Activity during N-Back Task: An fMRI Study of American Adolescents"	"Assari S, Boyce S, Saqib M, Bazargan M, Caldwell CH."	"Brain Sci. 2021 Mar 22;11(3):401. doi: 10.3390/brainsci11030401."	"Assari S"	"Brain Sci"	2021	"2021/04/03"	"PMC8004246"	""	"10.3390/brainsci11030401"	TRUE	TRUE	FALSE	NA
31386268	"Does traditional asian vegetables (ulam) consumption correlate with brain activity using fMRI? A study among aging adults from low-income households"	"You YX, Shahar S, Mohamad M, Yahya HM, Haron H, Abdul Hamid H."	"J Magn Reson Imaging. 2020 Apr;51(4):1142-1153. doi: 10.1002/jmri.26891. Epub 2019 Aug 6."	"You YX"	"J Magn Reson Imaging"	2020	"2019/08/07"	"PMC7079031"	""	"10.1002/jmri.26891"	FALSE	TRUE	FALSE	NA
26086645	"Task positive and default mode networks during a working memory in children with primary monosymptomatic nocturnal enuresis and healthy controls"	"Zhang K, Ma J, Lei D, Wang M, Zhang J, Du X."	"Pediatr Res. 2015 Oct;78(4):422-9. doi: 10.1038/pr.2015.120. Epub 2015 Jun 18."	"Zhang K"	"Pediatr Res"	2015	"2015/06/19"	""	""	"10.1038/pr.2015.120"	FALSE	TRUE	FALSE	NA
23125108	"A meta-analysis of cerebellar contributions to higher cognition from PET and fMRI studies"	"E KH, Chen SH, Ho MH, Desmond JE."	"Hum Brain Mapp. 2014 Feb;35(2):593-615. doi: 10.1002/hbm.22194. Epub 2012 Nov 5."	"E KH"	"Hum Brain Mapp"	2014	"2012/11/06"	"PMC3866223"	"NIHMS496645"	"10.1002/hbm.22194"	FALSE	TRUE	FALSE	NA
17467956	"A single 20 mg dose of dihydrexidine (DAR-0100), a full dopamine D1 agonist, is safe and tolerated in patients with schizophrenia"	"George MS, Molnar CE, Grenesko EL, Anderson B, Mu Q, Johnson K, Nahas Z, Knable M, Fernandes P, Juncos J, Huang X, Nichols DE, Mailman RB."	"Schizophr Res. 2007 Jul;93(1-3):42-50. doi: 10.1016/j.schres.2007.03.011. Epub 2007 Apr 30."	"George MS"	"Schizophr Res"	2007	"2007/05/01"	""	""	"10.1016/j.schres.2007.03.011"	FALSE	FALSE	FALSE	NA
26083786	"Study of behavioural and neural bases of visuo-spatial working memory with an fMRI paradigm based on an n-back task"	"Dores AR, Barbosa F, Carvalho IP, Almeida I, Guerreiro S, da Rocha BM, de Sousa L, Castro-Caldas A."	"J Neuropsychol. 2017 Mar;11(1):122-134. doi: 10.1111/jnp.12076. Epub 2015 Jun 17."	"Dores AR"	"J Neuropsychol"	2017	"2015/06/18"	""	""	"10.1111/jnp.12076"	FALSE	TRUE	FALSE	NA
27401793	"A cognitive fMRI study in non-manifesting LRRK2 and GBA carriers"	"Bregman N, Thaler A, Mirelman A, Helmich RC, Gurevich T, Orr-Urtreger A, Marder K, Bressman S, Bloem BR, Giladi N; LRRK2 Ashkenazi Jewish consortium."	"Brain Struct Funct. 2017 Apr;222(3):1207-1218. doi: 10.1007/s00429-016-1271-4. Epub 2016 Jul 11."	"Bregman N"	"Brain Struct Funct"	2017	"2016/07/13"	""	""	"10.1007/s00429-016-1271-4"	FALSE	TRUE	FALSE	NA
32764344	"Family Income Mediates the Effect of Parental Education on Adolescents' Hippocampus Activation During an N-Back Memory Task"	"Assari S, Boyce S, Bazargan M, Caldwell CH."	"Brain Sci. 2020 Aug 5;10(8):520. doi: 10.3390/brainsci10080520."	"Assari S"	"Brain Sci"	2020	"2020/08/09"	"PMC7464386"	""	"10.3390/brainsci10080520"	TRUE	TRUE	FALSE	NA
25961587	"FMRI of visual working memory in high school football players"	"Shenk TE, Robinson ME, Svaldi DO, Abbas K, Breedlove KM, Leverenz LJ, Nauman EA, Talavage TM."	"Dev Neuropsychol. 2015;40(2):63-8. doi: 10.1080/87565641.2015.1014088."	"Shenk TE"	"Dev Neuropsychol"	2015	"2015/05/12"	""	""	"10.1080/87565641.2015.1014088"	FALSE	TRUE	FALSE	NA
28466438	"A mechanistic cohort study evaluating cognitive impairment in women treated for breast cancer"	"Vardy JL, Stouten-Kemperman MM, Pond G, Booth CM, Rourke SB, Dhillon HM, Dodd A, Crawley A, Tannock IF."	"Brain Imaging Behav. 2019 Feb;13(1):15-26. doi: 10.1007/s11682-017-9728-5."	"Vardy JL"	"Brain Imaging Behav"	2019	"2017/05/04"	""	""	"10.1007/s11682-017-9728-5"	FALSE	TRUE	FALSE	NA
19524048	"Evidence of a modality-dependent role of the cerebellum in working memory? An fMRI study comparing verbal and abstract n-back tasks"	"Hautzel H, Mottaghy FM, Specht K, Müller HW, Krause BJ."	"Neuroimage. 2009 Oct 1;47(4):2073-82. doi: 10.1016/j.neuroimage.2009.06.005. Epub 2009 Jun 11."	"Hautzel H"	"Neuroimage"	2009	"2009/06/16"	""	""	"10.1016/j.neuroimage.2009.06.005"	FALSE	FALSE	FALSE	NA
26496261	"BDNF Val66Met Polymorphism on Functional MRI During n-Back Working Memory Tasks"	"Chen CC, Chen CJ, Wu D, Chi NF, Chen PC, Liao YP, Chiu HW, Hu CJ."	"Medicine (Baltimore). 2015 Oct;94(42):e1586. doi: 10.1097/MD.0000000000001586."	"Chen CC"	"Medicine (Baltimore)"	2015	"2015/10/27"	"PMC4620795"	""	"10.1097/MD.0000000000001586"	FALSE	TRUE	FALSE	NA
29268260	"Decreased Fronto-Parietal and Increased Default Mode Network Activation is Associated with Subtle Cognitive Deficits in Elderly Controls"	"Zanchi D, Montandon ML, Sinanaj I, Rodriguez C, Depoorter A, Herrmann FR, Borgwardt S, Giannakopoulos P, Haller S."	"Neurosignals. 2017;25(1):127-138. doi: 10.1159/000486152. Epub 2017 Dec 18."	"Zanchi D"	"Neurosignals"	2017	"2017/12/22"	""	""	"10.1159/000486152"	FALSE	TRUE	FALSE	NA
27448153	"Structural and Functional Brain Correlates of Cognitive Impairment in Euthymic Patients with Bipolar Disorder"	"Alonso-Lana S, Goikolea JM, Bonnin CM, Sarró S, Segura B, Amann BL, Monté GC, Moro N, Fernandez-Corcuera P, Maristany T, Salvador R, Vieta E, Pomarol-Clotet E, McKenna PJ."	"PLoS One. 2016 Jul 22;11(7):e0158867. doi: 10.1371/journal.pone.0158867. eCollection 2016."	"Alonso-Lana S"	"PLoS One"	2016	"2016/07/23"	"PMC4957815"	""	"10.1371/journal.pone.0158867"	TRUE	TRUE	FALSE	NA
26833223	"Neural correlates of working memory training in HIV patients: study protocol for a randomized controlled trial"	"Chang L, Løhaugen GC, Douet V, Miller EN, Skranes J, Ernst T."	"Trials. 2016 Feb 2;17:62. doi: 10.1186/s13063-016-1160-4."	"Chang L"	"Trials"	2016	"2016/02/03"	"PMC4736265"	""	"10.1186/s13063-016-1160-4"	FALSE	TRUE	FALSE	NA
32566704	"A neuroimaging dataset on working memory and reward processing in children with and without ADHD"	"Lytle MN, Hammer R, Booth JR."	"Data Brief. 2020 Jun 2;31:105801. doi: 10.1016/j.dib.2020.105801. eCollection 2020 Aug."	"Lytle MN"	"Data Brief"	2020	"2020/06/23"	"PMC7298646"	""	"10.1016/j.dib.2020.105801"	FALSE	TRUE	FALSE	NA
32174288	"Neurocognitive correlates of working memory and emotional processing in postpartum psychosis: an fMRI study"	"Kowalczyk OS, Pauls AM, Fusté M, Williams SCR, Hazelgrove K, Vecchio C, Seneviratne G, Pariante CM, Dazzan P, Mehta MA."	"Psychol Med. 2021 Jul;51(10):1724-1732. doi: 10.1017/S0033291720000471. Epub 2020 Mar 16."	"Kowalczyk OS"	"Psychol Med"	2021	"2020/03/17"	""	""	"10.1017/S0033291720000471"	TRUE	FALSE	FALSE	NA
19678593	"Does the default-mode functional connectivity of the brain correlate with working-memory performances?"	"Esposito F, Aragri A, Latorre V, Popolizio T, Scarabino T, Cirillo S, Marciano E, Tedeschi G, Di Salle F."	"Arch Ital Biol. 2009 Mar;147(1-2):11-20."	"Esposito F"	"Arch Ital Biol"	2009	"2009/08/15"	""	""	""	FALSE	FALSE	FALSE	NA
23595762	"Application of high-frequency repetitive transcranial magnetic stimulation to the DLPFC alters human prefrontal-hippocampal functional interaction"	"Bilek E, Schäfer A, Ochs E, Esslinger C, Zangl M, Plichta MM, Braun U, Kirsch P, Schulze TG, Rietschel M, Meyer-Lindenberg A, Tost H."	"J Neurosci. 2013 Apr 17;33(16):7050-6. doi: 10.1523/JNEUROSCI.3081-12.2013."	"Bilek E"	"J Neurosci"	2013	"2013/04/19"	"PMC6618883"	""	"10.1523/JNEUROSCI.3081-12.2013"	FALSE	TRUE	FALSE	NA
20714062	"An fMRI study of intra-individual functional topography in the human cerebellum"	"Stoodley CJ, Valera EM, Schmahmann JD."	"Behav Neurol. 2010;23(1-2):65-79. doi: 10.3233/BEN-2010-0268."	"Stoodley CJ"	"Behav Neurol"	2010	"2010/08/18"	"PMC3776583"	"NIHMS501705"	"10.3233/BEN-2010-0268"	FALSE	TRUE	FALSE	NA
32388347	"Greater Individual Variability in Functional Brain Activity during Working Memory Performance in young people with Autism and Executive Function Impairment"	"Hawco C, Yoganathan L, Voineskos AN, Lyon R, Tan T, Daskalakis ZJ, Blumberger DM, Croarkin PE, Lai MC, Szatmari P, Ameis SH."	"Neuroimage Clin. 2020;27:102260. doi: 10.1016/j.nicl.2020.102260. Epub 2020 Apr 23."	"Hawco C"	"Neuroimage Clin"	2020	"2020/05/11"	"PMC7218076"	""	"10.1016/j.nicl.2020.102260"	FALSE	TRUE	TRUE	NA
28376413	"Neurophysiological capacity in a working memory task differentiates dependent from nondependent heavy drinkers and controls"	"Wesley MJ, Lile JA, Fillmore MT, Porrino LJ."	"Drug Alcohol Depend. 2017 Jun 1;175:24-35. doi: 10.1016/j.drugalcdep.2017.01.029. Epub 2017 Mar 21."	"Wesley MJ"	"Drug Alcohol Depend"	2017	"2017/04/05"	"PMC5425311"	"NIHMS861837"	"10.1016/j.drugalcdep.2017.01.029"	FALSE	TRUE	FALSE	NA
