PMID	Title	Authors	Citation	First.Author	Journal.Book	Publication.Year	Create.Date	PMCID	NIHMS.ID	DOI	Data Available	Open Access	Code Available	Notes
24911016	Neural correlates associated with successful working memory performance in older adults as revealed by spatial ICA	"Saliasi E, Geerligs L, Lorist MM, Maurits NM."	PLoS One. 2014 Jun 9;9(6):e99250. doi: 10.1371/journal.pone.0099250. eCollection 2014.	Saliasi E	PLoS One	2014	2014/06/10	PMC4049600		10.1371/journal.pone.0099250	FALSE	TRUE	FALSE	
34448889	Context dependent differences in working memory related brain activity in heavy cannabis users	"Kroon E, Kuhns L, Cousijn J."	Psychopharmacology (Berl). 2021 Aug 27. doi: 10.1007/s00213-021-05956-y. Online ahead of print.	Kroon E	Psychopharmacology (Berl)	2021	2021/08/27			10.1007/s00213-021-05956-y	FALSE	TRUE	FALSE	
22291992	Neural correlates of the difference between working memory speed and simple sensorimotor speed: an fMRI study	"Takeuchi H, Sugiura M, Sassa Y, Sekiguchi A, Yomogida Y, Taki Y, Kawashima R."	PLoS One. 2012;7(1):e30579. doi: 10.1371/journal.pone.0030579. Epub 2012 Jan 23.	Takeuchi H	PLoS One	2012	2012/02/01	PMC3264572		10.1371/journal.pone.0030579	FALSE	TRUE	FALSE	
23496760	Age-related differences in working memory deficits during nicotine withdrawal	"Falcone M, Wileyto EP, Ruparel K, Gerraty RT, LaPrate L, Detre JA, Gur R, Loughead J, Lerman C."	Addict Biol. 2014 Sep;19(5):907-17. doi: 10.1111/adb.12051. Epub 2013 Mar 18.	Falcone M	Addict Biol	2014	2013/03/19	PMC3701751	NIHMS451049	10.1111/adb.12051	FALSE	TRUE	FALSE	
17454685	Brain activation during working memory after traumatic brain injury in children	"Newsome MR, Scheibel RS, Hunter JV, Wang ZJ, Chu Z, Li X, Levin HS."	Neurocase. 2007 Feb;13(1):16-24. doi: 10.1080/13554790601186629.	Newsome MR	Neurocase	2007	2007/04/25			10.1080/13554790601186629	FALSE	FALSE	FALSE	
30865236	Association Between Childhood Anhedonia and Alterations in Large-scale Resting-State Networks and Task-Evoked Activation	"Pornpattananangkul N, Leibenluft E, Pine DS, Stringaris A."	JAMA Psychiatry. 2019 Jun 1;76(6):624-633. doi: 10.1001/jamapsychiatry.2019.0020.	Pornpattananangkul N	JAMA Psychiatry	2019	2019/03/14	PMC6552295		10.1001/jamapsychiatry.2019.0020	FALSE	TRUE	FALSE	This paper has been retracted. 
30070567	Effects of oxytocin on working memory and executive control system connectivity in posttraumatic stress disorder	"Flanagan JC, Hand A, Jarnecke AM, Moran-Santa Maria MM, Brady KT, Joseph JE."	Exp Clin Psychopharmacol. 2018 Aug;26(4):391-402. doi: 10.1037/pha0000197.	Flanagan JC	Exp Clin Psychopharmacol	2018	2018/08/03	PMC6075739	NIHMS980646	10.1037/pha0000197	FALSE	FALSE	FALSE	
23154094	Abnormal neural activity in partially remitted late-onset depression: an fMRI study of one-back working memory task	"Lee TW, Liu HL, Wai YY, Ko HJ, Lee SH."	Psychiatry Res. 2013 Aug 30;213(2):133-41. doi: 10.1016/j.pscychresns.2012.04.010. Epub 2012 Nov 13.	Lee TW	Psychiatry Res	2013	2012/11/17			10.1016/j.pscychresns.2012.04.010	FALSE	TRUE	FALSE	
23337869	Lack of association between COMT and working memory in a population-based cohort of healthy young adults	"Wardle MC, de Wit H, Penton-Voak I, Lewis G, Munafò MR."	Neuropsychopharmacology. 2013 Jun;38(7):1253-63. doi: 10.1038/npp.2013.24. Epub 2013 Jan 21.	Wardle MC	Neuropsychopharmacology	2013	2013/01/23	PMC3656369		10.1038/npp.2013.24	FALSE	TRUE	FALSE	
25904893	Case-Based fMRI Analysis after Cognitive Rehabilitation in MS: A Novel Approach	"Hubacher M, Kappos L, Weier K, Stöcklin M, Opwis K, Penner IK."	Front Neurol. 2015 Apr 8;6:78. doi: 10.3389/fneur.2015.00078. eCollection 2015.	Hubacher M	Front Neurol	2015	2015/04/24	PMC4389546		10.3389/fneur.2015.00078	FALSE	TRUE	FALSE	
22099606	Abnormal anterior cingulate cortical activity during emotional n-back task performance distinguishes bipolar from unipolar depressed females	"Bertocci MA, Bebko GM, Mullin BC, Langenecker SA, Ladouceur CD, Almeida JR, Phillips ML."	Psychol Med. 2012 Jul;42(7):1417-28. doi: 10.1017/S003329171100242X. Epub 2011 Nov 21.	Bertocci MA	Psychol Med	2012	2011/11/22	PMC3601380	NIHMS445718	10.1017/S003329171100242X	FALSE	TRUE	FALSE	
25835556	"Cognitive rehabilitation of working memory in juvenile multiple sclerosis-effects on cognitive functioning, functional MRI and network related connectivity"	"Hubacher M, DeLuca J, Weber P, Steinlin M, Kappos L, Opwis K, Penner IK."	Restor Neurol Neurosci. 2015;33(5):713-25. doi: 10.3233/RNN-150497.	Hubacher M	Restor Neurol Neurosci	2015	2015/04/04			10.3233/RNN-150497				
22925152	Effects of androgen deprivation on brain function in prostate cancer patients - a prospective observational cohort analysis	"Chao HH, Uchio E, Zhang S, Hu S, Bednarski SR, Luo X, Rose M, Concato J, Li CS."	BMC Cancer. 2012 Aug 27;12:371. doi: 10.1186/1471-2407-12-371.	Chao HH	BMC Cancer	2012	2012/08/29	PMC3502584		10.1186/1471-2407-12-371				
28675834	Effects of levodopa on corticostriatal circuits supporting working memory in Parkinson's disease	"Simioni AC, Dagher A, Fellows LK."	Cortex. 2017 Aug;93:193-205. doi: 10.1016/j.cortex.2017.05.021. Epub 2017 Jun 7.	Simioni AC	Cortex	2017	2017/07/05			10.1016/j.cortex.2017.05.021				
22847906	Functional magnetic resonance imaging movers and shakers: does subject-movement cause sampling bias?	"Wylie GR, Genova H, DeLuca J, Chiaravalloti N, Sumowski JF."	Hum Brain Mapp. 2014 Jan;35(1):1-13. doi: 10.1002/hbm.22150. Epub 2012 Jul 30.	Wylie GR	Hum Brain Mapp	2014	2012/08/01	PMC3881195	NIHMS395111	10.1002/hbm.22150				
21604958	Failure of de-activation in the medial frontal cortex in mania: evidence for default mode network dysfunction in the disorder	"Pomarol-Clotet E, Moro N, Sarró S, Goikolea JM, Vieta E, Amann B, Fernandez-Corcuera P, Sans-Sansa B, Monté GC, Capdevila A, McKenna PJ, Salvador R."	World J Biol Psychiatry. 2012 Dec;13(8):616-26. doi: 10.3109/15622975.2011.573808. Epub 2011 May 23.	Pomarol-Clotet E	World J Biol Psychiatry	2012	2011/05/25			10.3109/15622975.2011.573808				
30613138	Relationships between dietary nutrients intake and lipid levels with functional MRI dorsolateral prefrontal cortex activation	"Lau H, Shahar S, Mohamad M, Rajab NF, Yahya HM, Din NC, Hamid HA."	Clin Interv Aging. 2018 Dec 24;14:43-51. doi: 10.2147/CIA.S183425. eCollection 2019.	Lau H	Clin Interv Aging	2018	2019/01/08	PMC6307498		10.2147/CIA.S183425				
21150912	"The effects of the COMT Val108/158Met polymorphism on BOLD activation during working memory, planning, and response inhibition: a role for the posterior cingulate cortex?"	"Stokes PR, Rhodes RA, Grasby PM, Mehta MA."	Neuropsychopharmacology. 2011 Mar;36(4):763-71. doi: 10.1038/npp.2010.210. Epub 2010 Dec 8.	Stokes PR	Neuropsychopharmacology	2011	2010/12/15	PMC3055733		10.1038/npp.2010.210				
28108257	Working memory load-dependent spatio-temporal activity of single-trial P3 response detected with an adaptive wavelet denoiser	"Zhang Q, Yang X, Yao L, Zhao X."	Neuroscience. 2017 Mar 27;346:64-73. doi: 10.1016/j.neuroscience.2017.01.012. Epub 2017 Jan 17.	Zhang Q	Neuroscience	2017	2017/01/22			10.1016/j.neuroscience.2017.01.012				
26684070	Increased brain activation during working memory processing after pediatric mild traumatic brain injury (mTBI)	"Westfall DR, West JD, Bailey JN, Arnold TW, Kersey PA, Saykin AJ, McDonald BC."	J Pediatr Rehabil Med. 2015;8(4):297-308. doi: 10.3233/PRM-150348.	Westfall DR	J Pediatr Rehabil Med	2015	2015/12/20	PMC5061570	NIHMS816869	10.3233/PRM-150348				
31218531	Effects of computerized cognitive training as add-on treatment to stimulants in ADHD: a pilot fMRI study	"de Oliveira Rosa V, Rosa Franco A, Abrahão Salum Júnior G, Moreira-Maia CR, Wagner F, Simioni A, de Fraga Bassotto C, R Moritz G, Schaffer Aguzzoli C, Buchweitz A, Schmitz M, Rubia K, Paim Rohde LA."	Brain Imaging Behav. 2020 Oct;14(5):1933-1944. doi: 10.1007/s11682-019-00137-0.	de Oliveira Rosa V	Brain Imaging Behav	2020	2019/06/21			10.1007/s11682-019-00137-0				
26741799	Intensive Working Memory Training Produces Functional Changes in Large-scale Frontoparietal Networks	"Thompson TW, Waskom ML, Gabrieli JD."	J Cogn Neurosci. 2016 Apr;28(4):575-88. doi: 10.1162/jocn_a_00916. Epub 2016 Jan 7.	Thompson TW	J Cogn Neurosci	2016	2016/01/08	PMC5724764	NIHMS924119	10.1162/jocn_a_00916				
29339077	How context features modulate the involvement of the working memory system during discourse comprehension	"Yang X, Zhang X, Yang Y, Lin N."	Neuropsychologia. 2018 Mar;111:36-44. doi: 10.1016/j.neuropsychologia.2018.01.010. Epub 2018 Jan 12.	Yang X	Neuropsychologia	2018	2018/01/18			10.1016/j.neuropsychologia.2018.01.010				
31948671	Impact of BDNF and sex on maintaining intact memory function in early midlife	"Konishi K, Cherkerzian S, Aroner S, Jacobs EG, Rentz DM, Remington A, Aizley H, Hornig M, Klibanski A, Goldstein JM."	Neurobiol Aging. 2020 Apr;88:137-149. doi: 10.1016/j.neurobiolaging.2019.12.014. Epub 2019 Dec 24.	Konishi K	Neurobiol Aging	2020	2020/01/18	PMC7961845	NIHMS1569487	10.1016/j.neurobiolaging.2019.12.014				
30738100	Type 1 diabetes and working memory processing of emotional faces	"González-Garrido AA, Gallardo-Moreno GB, Gómez-Velázquez FR."	Behav Brain Res. 2019 May 2;363:173-181. doi: 10.1016/j.bbr.2019.02.008. Epub 2019 Feb 6.	González-Garrido AA	Behav Brain Res	2019	2019/02/10			10.1016/j.bbr.2019.02.008				
22345222	White matter integrity related to functional working memory networks in traumatic brain injury	"Palacios EM, Sala-Llonch R, Junque C, Roig T, Tormos JM, Bargallo N, Vendrell P."	Neurology. 2012 Mar 20;78(12):852-60. doi: 10.1212/WNL.0b013e31824c465a. Epub 2012 Feb 15.	Palacios EM	Neurology	2012	2012/02/21			10.1212/WNL.0b013e31824c465a				
23567885	Activations of human auditory cortex to phonemic and nonphonemic vowels during discrimination and memory tasks	"Harinen K, Rinne T."	Neuroimage. 2013 Aug 15;77:279-87. doi: 10.1016/j.neuroimage.2013.03.064. Epub 2013 Apr 6.	Harinen K	Neuroimage	2013	2013/04/10			10.1016/j.neuroimage.2013.03.064				
34003357	Neural correlates of RDoC-specific cognitive processes in a high-functional autistic patient: a statistically validated case report	"Daedelow LS, Beck A, Romund L, Mascarell-Maricic L, Dziobek I, Romanczuk-Seiferth N, Wüstenberg T, Heinz A."	J Neural Transm (Vienna). 2021 Jun;128(6):845-859. doi: 10.1007/s00702-021-02352-w. Epub 2021 May 18.	Daedelow LS	J Neural Transm (Vienna)	2021	2021/05/18	PMC8205905		10.1007/s00702-021-02352-w				
16525858	The effects of escitalopram on working memory and brain activity in healthy adults during performance of the n-back task	"Rose EJ, Simonotto E, Spencer EP, Ebmeier KP."	Psychopharmacology (Berl). 2006 Apr;185(3):339-47. doi: 10.1007/s00213-006-0334-2. Epub 2006 Mar 9.	Rose EJ	Psychopharmacology (Berl)	2006	2006/03/10			10.1007/s00213-006-0334-2				
11352614	Working memory of identification of emotional vocal expressions: an fMRI study	"Rämä P, Martinkauppi S, Linnankoski I, Koivisto J, Aronen HJ, Carlson S."	Neuroimage. 2001 Jun;13(6 Pt 1):1090-101. doi: 10.1006/nimg.2001.0777.	Rämä P	Neuroimage	2001	2001/05/16			10.1006/nimg.2001.0777				
29280107	Neural response to working memory demand predicts neurocognitive deficits in HIV	"Cohen RA, Siegel S, Gullett JM, Porges E, Woods AJ, Huang H, Zhu Y, Tashima K, Ding MZ."	J Neurovirol. 2018 Jun;24(3):291-304. doi: 10.1007/s13365-017-0607-z. Epub 2017 Dec 26.	Cohen RA	J Neurovirol	2018	2017/12/28	PMC6022366	NIHMS930658	10.1007/s13365-017-0607-z				
31078833	"Characterizing neurocognitive markers of familial risk for depression using multi-modal imaging, behavioral and self-report measures"	"Watters AJ, Carpenter JS, Harris AWF, Korgaonkar MS, Williams LM."	J Affect Disord. 2019 Jun 15;253:336-342. doi: 10.1016/j.jad.2019.04.078. Epub 2019 Apr 17.	Watters AJ	J Affect Disord	2019	2019/05/13			10.1016/j.jad.2019.04.078				
